pmcid,filename,gold_fields,pred_fields,tp,fp,fn,tn,precision,recall,f1,per_field_metrics
5773985,5773985_zeroshot.jsonl,32,36,32,4,0,12,0.8888888888888888,1.0,0.9411764705882353,"{'intervention_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 5, 'tn': 0, 'fp': 1, 'fn': 0, 'precision': 0.8333333333333334, 'recall': 1.0, 'f1': 0.9090909090909091}, 'comparator_mean': {'tp': 5, 'tn': 0, 'fp': 1, 'fn': 0, 'precision': 0.8333333333333334, 'recall': 1.0, 'f1': 0.9090909090909091}, 'intervention_standard_deviation': {'tp': 5, 'tn': 0, 'fp': 1, 'fn': 0, 'precision': 0.8333333333333334, 'recall': 1.0, 'f1': 0.9090909090909091}, 'comparator_standard_deviation': {'tp': 5, 'tn': 0, 'fp': 1, 'fn': 0, 'precision': 0.8333333333333334, 'recall': 1.0, 'f1': 0.9090909090909091}}"
57750,57750_zeroshot.jsonl,0,4,0,4,0,12,0.0,0.0,0.0,"{'intervention_group_size': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_group_size': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_events': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5777419,5777419_zeroshot.jsonl,40,32,16,4,24,20,0.8,0.4,0.5333333333333333,"{'intervention_group_size': {'tp': 8, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 8, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5777645,5777645_zeroshot.jsonl,18,18,16,0,2,6,1.0,0.8888888888888888,0.9411764705882353,"{'intervention_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}, 'comparator_mean': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}, 'intervention_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5781260,5781260_zeroshot.jsonl,20,12,5,0,15,28,1.0,0.25,0.4,"{'intervention_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}, 'intervention_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 4, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 4, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5800236,5800236_zeroshot.jsonl,2,0,0,0,2,6,0.0,0.0,0.0,"{'intervention_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_events': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5830087,5830087_zeroshot.jsonl,12,16,9,4,3,16,0.6923076923076923,0.75,0.7199999999999999,"{'intervention_group_size': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'comparator_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'intervention_events': {'tp': 2, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 2, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 0, 'tn': 2, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 2, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5874317,5874317_zeroshot.jsonl,36,36,32,0,4,12,1.0,0.8888888888888888,0.9411764705882353,"{'intervention_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}, 'comparator_mean': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}, 'intervention_standard_deviation': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}, 'comparator_standard_deviation': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}}"
5884950,5884950_zeroshot.jsonl,4,8,2,4,2,8,0.3333333333333333,0.5,0.4,"{'intervention_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'comparator_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'intervention_events': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5971365,5971365_zeroshot.jsonl,24,24,24,0,0,16,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 3, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 3, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 2, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 2, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 2, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 2, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5976307,5976307_zeroshot.jsonl,34,34,32,0,2,22,1.0,0.9411764705882353,0.9696969696969697,"{'intervention_group_size': {'tp': 7, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 7, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 3, 'tn': 3, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'comparator_events': {'tp': 3, 'tn': 3, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'intervention_mean': {'tp': 3, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 3, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 3, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 3, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5976949,5976949_zeroshot.jsonl,22,24,20,2,2,8,0.9090909090909091,0.9090909090909091,0.9090909090909091,"{'intervention_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'intervention_events': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'intervention_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 1, 'fn': 0, 'precision': 0.75, 'recall': 1.0, 'f1': 0.8571428571428571}, 'comparator_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 1, 'fn': 0, 'precision': 0.75, 'recall': 1.0, 'f1': 0.8571428571428571}}"
